Date,close,high,low,open,volume,ema_20,ema_50,ema_200,dema_20,rsi_14,rsi_7,macd_line,macd_signal,macd_hist,atr_14,atr_7,plus_di,minus_di,adx_14,bb_upper,bb_mid,bb_lower,bb_width,bb_pct,ichimoku_tenkan,ichimoku_kijun,dist_ema20,dist_ema50,dist_ema200,price_pct_high_20,ret_1,ret_5,ret_20,log_ret_lag_1,log_ret_lag_2,log_ret_lag_3,log_ret_lag_5,volatility_5,volatility_10,volatility_20,volume_ma,volume_ratio,corr_EURUSD,ret_rel_EURUSD,corr_GBPUSD,ret_rel_GBPUSD,corr_USDJPY,ret_rel_USDJPY,corr_US10Y,ret_rel_US10Y
2019-02-07,1309.4000244140625,1310.4000244140625,1302.199951171875,1302.9000244140625,203,1302.7853175045198,1298.264671095855,1295.8709597014683,1311.857486576638,63.85548592050328,52.75247081221828,5.432105998931775,4.379231910594625,1.0528740883371492,8.472074934559322,8.57723694031239,39.85337613924989,23.227316727635582,30.889163605937565,1325.3562785486279,1297.8799926757813,1270.4037068029347,54.95257174569315,0.7096358982359015,1311.9000244140625,1300.3500366210938,6.614706909542747,11.135353318207535,13.529064712594163,0.658848791660702,-7.634638101372548e-05,-0.0078047489118009405,0.015589835433735377,-7.634929554701608e-05,-0.0036590426572899216,-0.003735205987172652,-0.007835365371150742,0.0014962769265726176,0.00540245355195543,0.004672109817889016,13656.15,0.014864008962338408,0.10654010025564965,-0.003776824006118118,0.5755953761254264,-0.001682734760376059,0.3856344956829221,0.00037648127863854075,-0.6135880546299014,-0.018428447888540145
2019-02-08,1313.699951171875,1314.0,1307.800048828125,1309.5,122,1303.8995183179966,1299.1811704512731,1296.620690211713,1313.0460308928646,76.55740329391047,57.786805281089435,5.477548048807648,4.5994275385973475,0.8781205102103007,8.284405290827332,8.232251431675168,44.04368730702469,17.869091691116605,34.491606969567954,1326.9381625126202,1299.3299926757813,1271.7218228389424,55.216339673677794,0.7602482993443328,1313.7999877929688,1300.3500366210938,9.80043285387842,14.518780720601853,17.079260960161946,0.7505316172355904,0.003283890848968518,-0.002430004695011978,0.02257336428910639,0.0032785106548437006,0.0032021613592967653,-0.0003805320024461631,-0.0024329619481516006,0.00256479873464355,0.0034734822895106073,0.004586623563293614,13662.25,0.008929061533676102,0.16517183386323742,-0.005676370590084412,0.5039318437880101,-0.0021443717381990357,0.36712023091643603,-0.00526619867874456,-0.6361757473237618,-0.01082536192758965
2019-02-11,1307.0,1313.4000244140625,1304.699951171875,1313.4000244140625,119,1304.2138736354589,1299.6362534172224,1297.043577570469,1312.715511822603,68.42112026080923,20.18763467974874,4.970059685814704,4.673697627285362,0.2963620585293416,8.342858161876038,8.343413846285129,40.015902049565256,19.33443538534903,38.46980657841591,1327.5084160659862,1300.3249938964843,1273.1415717269824,54.36684433900382,0.622777148180493,1313.7999877929688,1300.3500366210938,2.7861263645411327,7.363746582777594,9.956422429530903,0.6076755898543746,-0.0051000619783067025,-0.0055543243984765844,0.015461133394088611,-0.005113111682841348,-0.0018346010279976066,-0.0019109503235446696,-0.005569807015170266,0.003295704896462622,0.0038614368120226724,0.0047875942566907165,13667.65,0.00870605363367999,0.22285381456162845,0.0038204729943577265,0.44506429200805586,0.004142736560851956,0.3311925850930679,0.005592070215795331,-0.6664248586124476,0.01611831585568846
2019-02-12,1309.199951171875,1312.0,1307.5999755859375,1310.0,109,1304.716317406058,1300.1825213432953,1297.5240724724242,1312.8130639169312,69.16305323971585,31.400635714412076,4.674889119226009,4.673936294993882,0.0009528242321268365,8.072571046302544,7.860254463222342,39.603270715662816,16.34921865160484,42.591652150363785,1328.2510115571629,1301.3299926757813,1274.4089737943998,53.842037762763084,0.6461675453438445,1313.7999877929688,1301.7999877929688,4.483633765817103,9.01742982857968,11.675878699450777,0.6545828398901627,0.0016832067114576077,-0.0038045960932668876,0.015592255035767444,0.001681791706648733,-0.0034313199761926657,-0.00015280932134892423,-0.0038118519786388885,0.0035198452340158537,0.0036273854298441753,0.004788784128426393,13672.75,0.007971478197275802,0.17704200431000375,-0.0056760581073818095,0.3449095904607939,-0.007304854612575129,0.31068629262398095,0.00368974639302011,-0.6846192684689516,0.006960161117158359
2019-02-13,1310.800048828125,1316.0,1308.0999755859375,1311.5999755859375,143,1305.3259987403226,1300.7783162227358,1298.0337468932694,1313.159911647334,74.12492823473235,41.11672925109367,4.5064173179118825,4.640390972479611,-0.13397365456772814,8.058750055790842,7.865992162176647,41.686083396901886,15.777304894904193,42.67178430101642,1328.8099160187753,1302.5599975585938,1276.3100790984122,52.49983692036312,0.656953845057282,1311.449951171875,1301.7999877929688,5.474050087802425,10.021732605389161,12.766301934855619,0.6887000429458232,0.001222195016748806,0.000992782610252041,0.019126184567054727,0.001221448744417649,0.0029032404510663467,-0.002209871231775066,0.000992290127521673,0.003198521481290554,0.003624582592401352,0.004735630366453229,13679.75,0.01045264331268388,0.2405179252073692,0.00370839402963008,0.24209676683526496,0.0009566276461576706,0.25020024117173895,-0.00018054771439279804,-0.6973016102257907,0.007719656433198496
2019-02-14,1309.800048828125,1311.800048828125,1301.5999755859375,1305.0,858,1305.7721453662684,1301.2761515112693,1298.4729720370017,1313.2265278167695,62.81000073141635,39.32054943882812,4.249486843702243,4.562132643428986,-0.31264579972674245,8.228795565727298,8.202259370041885,29.372958567545165,22.194770911368973,46.86698850258626,1329.3798069990187,1303.4700012207031,1277.5601954423876,51.819611556631116,0.6221554430315264,1309.8499755859375,1301.9500122070312,4.0279034618565674,8.52389731685571,11.327076791123318,0.6673780924246171,-0.0007628928614200614,0.00030550206705659555,0.01409110683354653,-0.0007631840122664169,0.00045826473215131327,0.0021400564387999772,0.00030545541080225386,0.0032280885612541465,0.0025228206196138987,0.004686663184099042,13722.55,0.06252026625763742,0.1855952696520456,-0.005387694242466545,0.1473226354601765,-0.001975611840669078,0.2185598599834829,0.004454673466776304,-0.6920783940318441,-0.018070150299123067
2019-02-15,1318.0999755859375,1318.800048828125,1313.5999755859375,1313.5999755859375,190,1306.9959774772121,1302.189930630584,1299.186105139169,1314.8126716042652,65.18379123733249,67.76867007995156,4.61053706489588,4.571821203790712,0.03871586110516745,8.289552986027001,8.317049511075247,27.302952483702835,22.32369432752359,46.40295540705211,1330.8232811339835,1304.825,1278.8267188660166,51.996562267966965,0.7553048703013131,1310.2000122070312,1301.9500122070312,11.103998108725364,15.910044955353442,18.913870446768442,0.8443487200843299,0.0063367891650625285,0.0033493374268132037,0.020991460562306274,0.0063167961332353875,0.005553612120969094,0.006775060865386721,0.003343740889194128,0.004147005933633892,0.003307661235018221,0.004841139716554599,13731.55,0.013835740630836953,0.11581427135158977,-0.003637237421872719,-0.01741644442898904,-0.010880210170723825,0.23705449012973512,-0.00980761594499957,-0.68802180250949,-0.002949576404706278
2019-02-19,1340.0999755859375,1340.0999755859375,1320.5,1320.9000244140625,390,1310.269131454711,1304.218371965378,1300.634467642292,1320.2624721128193,73.49052109270362,83.29723288759433,6.468604615414733,4.951418484475869,1.5171861309388648,9.361811082456237,10.283905386628474,38.84418036051386,19.678152174495423,37.89452494011896,1335.782300989578,1307.7649963378906,1279.747691686203,56.034609303374964,1.0770537110910021,1320.8499755859375,1309.2999877929688,29.830844131226513,35.88160362055942,39.465507943645434,1.0,0.016690691455494733,0.025325153470495465,0.04589083315152509,0.01655293261183519,0.022869728745070515,0.02210654473280413,0.025009785183870557,0.007016718517883704,0.006098495781156748,0.005559651357261902,13750.9,0.02835971756629993,0.0052022652099640255,-0.015220119826973244,-0.11071705242034229,-0.006868358387559947,0.301097598316223,-0.01621120564208356,-0.6455903764908354,-0.0238174040494874
2019-02-20,1343.300048828125,1344.0,1338.0,1342.199951171875,581,1313.5232251312118,1306.280040130691,1302.1073561380495,1325.4655672756533,74.06349435291096,82.88899739583333,8.084978840135818,5.578448497596856,2.5065303425389622,9.100662928746475,9.668661613171558,32.810014755763376,21.036161201923996,37.68712675589768,1340.4278636267009,1310.804998779297,1281.182133931893,59.24572969480778,1.048479193626606,1322.7999877929688,1311.25,29.776823696913198,37.02000869743392,41.192692690075546,0.9893137225667938,0.002387936199154339,0.026046516138139797,0.04740744548001952,0.002385089610256545,0.018938022222091774,0.025254818355327065,0.02571308308747844,0.006939233877844857,0.006056608195873239,0.005550924778404921,13779.6,0.04216071869149384,-0.05537277467842252,0.00035698508524584227,-0.13537773524121816,0.008230892547465896,0.40428685980659745,-0.0025597840094643276,-0.6331173496385104,0.0002565554085929289
2019-02-21,1323.5,1334.9000244140625,1320.9000244140625,1331.300048828125,414,1314.50289123082,1307.1763084611973,1302.8281555337417,1326.1560271607157,52.39298079465719,64.19963189874694,7.7739553449316645,6.0177280600241305,1.756227284907534,10.127348818271264,11.495718872790968,29.635106822943413,32.68804791921359,28.753224250525054,1339.892862963153,1312.825,1285.757137036847,54.135725926305895,0.6971895604490769,1322.7999877929688,1311.25,8.997108769179931,16.323691538802677,20.671844466258335,0.6870229007633588,-0.014739855660243828,0.00968870208940631,0.0314862638787079,-0.014849566751193068,-0.012464477140936472,0.004088455470898707,0.009642067591867696,0.011430545364522355,0.007968495213123357,0.006735163477225036,13799.6,0.029998695708882223,-0.09098875013534605,0.015034857093738418,-0.18346529825239266,0.01350060498250294,0.39747861045875205,0.016485331873999032,-0.5411270607265508,0.027550676809211083
